booking_id,day_of_week,is_weekend,is_rack,ADR,net_revenue,net_ADR,lead_bin
RES-01231,Thursday,FALSE,FALSE,234,1404,234,31+ days
RES-01232,Sunday,FALSE,FALSE,168,413.28,137.76,31+ days
RES-01233,Friday,TRUE,FALSE,168,1008,168,8-14 days
RES-01234,Monday,FALSE,FALSE,149.6,269.28,134.64,31+ days
RES-01235,Thursday,FALSE,FALSE,168,604.8,151.2,15-30 days
RES-01236,Thursday,FALSE,FALSE,153,153,153,31+ days
RES-01237,Monday,FALSE,FALSE,105.6,371.71,92.93,15-30 days
RES-01238,Wednesday,FALSE,FALSE,184.8,997.92,166.32,8-14 days
RES-01239,Thursday,FALSE,FALSE,149.6,490.69,122.67,31+ days
RES-01240,Thursday,FALSE,FALSE,96,318.72,79.68,15-30 days
RES-01241,Tuesday,FALSE,FALSE,105.6,190.08,95.04,31+ days
RES-01242,Tuesday,FALSE,FALSE,108,97.2,97.2,15-30 days
RES-01243,Monday,FALSE,TRUE,210,630,210,31+ days
RES-01244,Tuesday,FALSE,FALSE,153,627.3,125.46,0-7 days
RES-01245,Saturday,TRUE,FALSE,168,840,168,15-30 days
RES-01246,Wednesday,FALSE,TRUE,170,139.4,139.4,15-30 days
RES-01247,Sunday,FALSE,FALSE,108,583.2,97.2,15-30 days
RES-01248,Thursday,FALSE,TRUE,260,1300,260,15-30 days
RES-01249,Friday,TRUE,TRUE,210,756,189,31+ days
RES-01250,Friday,TRUE,TRUE,210,840,210,31+ days
RES-01251,Sunday,FALSE,FALSE,208,208,208,15-30 days
RES-01252,Wednesday,FALSE,FALSE,136,598.4,119.68,8-14 days
RES-01253,Thursday,FALSE,TRUE,170,918,153,0-7 days
RES-01254,Saturday,TRUE,FALSE,184.8,303.07,151.54,15-30 days
RES-01255,Friday,TRUE,TRUE,210,697.2,174.3,15-30 days
RES-01256,Friday,TRUE,TRUE,170,448.8,149.6,0-7 days
RES-01257,Saturday,TRUE,FALSE,208,1040,208,0-7 days
RES-01258,Tuesday,FALSE,FALSE,208,624,208,31+ days
RES-01259,Wednesday,FALSE,FALSE,189,156.87,156.87,31+ days
RES-01260,Tuesday,FALSE,TRUE,260,1300,260,31+ days
RES-01261,Sunday,FALSE,TRUE,260,936,234,8-14 days
RES-01262,Thursday,FALSE,TRUE,260,686.4,228.8,0-7 days
RES-01263,Sunday,FALSE,FALSE,184.8,369.6,184.8,0-7 days
RES-01264,Monday,FALSE,FALSE,189,665.28,166.32,31+ days
RES-01265,Wednesday,FALSE,TRUE,210,1045.8,174.3,31+ days
RES-01266,Wednesday,FALSE,FALSE,168,756,151.2,31+ days
RES-01267,Sunday,FALSE,FALSE,184.8,325.25,162.62,15-30 days
RES-01268,Sunday,FALSE,FALSE,96,480,96,8-14 days
RES-01269,Monday,FALSE,FALSE,184.8,665.28,166.32,15-30 days
RES-01270,Wednesday,FALSE,FALSE,168,139.44,139.44,31+ days
RES-01271,Monday,FALSE,FALSE,105.6,185.86,92.93,15-30 days
RES-01272,Wednesday,FALSE,FALSE,96,480,96,0-7 days
RES-01273,Monday,FALSE,FALSE,184.8,665.28,166.32,31+ days
RES-01274,Tuesday,FALSE,FALSE,228.8,379.81,189.9,0-7 days
RES-01275,Saturday,TRUE,TRUE,260,1300,260,0-7 days
RES-01276,Saturday,TRUE,TRUE,170,170,170,8-14 days
RES-01277,Friday,TRUE,FALSE,208,1098.24,183.04,15-30 days
RES-01278,Monday,FALSE,TRUE,170,141.1,141.1,15-30 days
RES-01279,Monday,FALSE,FALSE,136,225.76,112.88,15-30 days
RES-01280,Tuesday,FALSE,TRUE,260,1144,228.8,31+ days
RES-01281,Friday,TRUE,FALSE,228.8,457.6,228.8,15-30 days
RES-01282,Saturday,TRUE,FALSE,208,748.8,187.2,15-30 days
RES-01283,Wednesday,FALSE,FALSE,136,598.4,119.68,8-14 days
RES-01284,Monday,FALSE,FALSE,234,936,234,31+ days
RES-01285,Saturday,TRUE,FALSE,153,459,153,15-30 days
RES-01286,Thursday,FALSE,FALSE,108,194.4,97.2,15-30 days
RES-01287,Saturday,TRUE,TRUE,120,324,108,0-7 days
RES-01288,Tuesday,FALSE,FALSE,136,564.4,112.88,15-30 days
RES-01289,Tuesday,FALSE,TRUE,170,897.6,149.6,0-7 days
RES-01290,Tuesday,FALSE,FALSE,149.6,149.6,149.6,15-30 days
RES-01291,Tuesday,FALSE,TRUE,170,850,170,31+ days
RES-01292,Monday,FALSE,FALSE,149.6,736.03,122.67,15-30 days
RES-01293,Monday,FALSE,FALSE,108,88.56,88.56,15-30 days
RES-01294,Tuesday,FALSE,FALSE,184.8,306.77,153.38,15-30 days
RES-01295,Tuesday,FALSE,FALSE,168,151.2,151.2,31+ days
RES-01296,Sunday,FALSE,FALSE,228.8,228.8,228.8,15-30 days
RES-01297,Saturday,TRUE,FALSE,228.8,915.2,228.8,15-30 days
RES-01298,Wednesday,FALSE,FALSE,96,472.32,78.72,15-30 days
RES-01299,Thursday,FALSE,FALSE,184.8,303.07,151.54,15-30 days
RES-01300,Saturday,TRUE,FALSE,149.6,598.4,149.6,15-30 days
RES-01301,Tuesday,FALSE,FALSE,105.6,432.96,86.59,31+ days
RES-01302,Saturday,TRUE,TRUE,260,228.8,228.8,8-14 days
RES-01303,Wednesday,FALSE,FALSE,96,337.92,84.48,31+ days
RES-01304,Saturday,TRUE,FALSE,184.8,498.96,166.32,15-30 days
RES-01305,Thursday,FALSE,FALSE,149.6,368.02,122.67,8-14 days
RES-01306,Saturday,TRUE,FALSE,136,359.04,119.68,31+ days
RES-01307,Thursday,FALSE,TRUE,210,369.6,184.8,15-30 days
RES-01308,Thursday,FALSE,TRUE,170,306,153,15-30 days
RES-01309,Wednesday,FALSE,FALSE,168,147.84,147.84,0-7 days
RES-01310,Tuesday,FALSE,FALSE,228.8,686.4,228.8,15-30 days
RES-01311,Sunday,FALSE,FALSE,136,111.52,111.52,15-30 days
RES-01312,Monday,FALSE,FALSE,228.8,457.6,228.8,8-14 days
RES-01313,Tuesday,FALSE,FALSE,136,119.68,119.68,15-30 days
RES-01314,Friday,TRUE,FALSE,136,334.56,111.52,15-30 days
RES-01315,Tuesday,FALSE,FALSE,234,1170,234,31+ days
RES-01316,Friday,TRUE,FALSE,184.8,151.54,151.54,0-7 days
RES-01317,Friday,TRUE,FALSE,168,443.52,147.84,31+ days
RES-01318,Sunday,FALSE,FALSE,168,504,168,15-30 days
RES-01319,Thursday,FALSE,FALSE,153,765,153,31+ days
RES-01320,Thursday,FALSE,FALSE,136,446.08,111.52,15-30 days
RES-01321,Friday,TRUE,FALSE,96,422.4,84.48,8-14 days
RES-01322,Tuesday,FALSE,FALSE,108,648,108,15-30 days
RES-01323,Thursday,FALSE,FALSE,208,366.08,183.04,15-30 days
RES-01324,Saturday,TRUE,FALSE,96,506.88,84.48,15-30 days
RES-01325,Saturday,TRUE,FALSE,168,336,168,15-30 days
RES-01326,Friday,TRUE,FALSE,234,582.66,194.22,15-30 days
RES-01327,Thursday,FALSE,FALSE,105.6,432.96,86.59,0-7 days
RES-01328,Wednesday,FALSE,FALSE,108,354.24,88.56,15-30 days
RES-01329,Thursday,FALSE,FALSE,136,225.76,112.88,0-7 days
RES-01330,Saturday,TRUE,FALSE,168,443.52,147.84,15-30 days
RES-01331,Friday,TRUE,FALSE,208,1040,208,8-14 days
RES-01332,Sunday,FALSE,TRUE,170,170,170,31+ days
RES-01333,Monday,FALSE,FALSE,136,408,136,15-30 days
RES-01334,Thursday,FALSE,FALSE,208,1248,208,15-30 days
RES-01335,Friday,TRUE,FALSE,184.8,1108.8,184.8,15-30 days
RES-01336,Tuesday,FALSE,FALSE,168,836.64,139.44,31+ days
RES-01337,Friday,TRUE,FALSE,208,549.12,183.04,31+ days
RES-01338,Friday,TRUE,TRUE,120,432,108,15-30 days
RES-01339,Wednesday,FALSE,FALSE,168,887.04,147.84,15-30 days
RES-01340,Monday,FALSE,FALSE,108,442.8,88.56,0-7 days
RES-01341,Monday,FALSE,FALSE,153,765,153,0-7 days
RES-01342,Friday,TRUE,FALSE,136,334.56,111.52,8-14 days
RES-01343,Wednesday,FALSE,TRUE,120,600,120,31+ days
RES-01344,Wednesday,FALSE,TRUE,120,528,105.6,0-7 days
RES-01345,Monday,FALSE,FALSE,96,422.4,84.48,31+ days
RES-01346,Friday,TRUE,FALSE,96,318.72,79.68,31+ days
RES-01347,Thursday,FALSE,FALSE,168,591.36,147.84,15-30 days
RES-01348,Wednesday,FALSE,FALSE,189,941.22,156.87,31+ days
RES-01349,Tuesday,FALSE,FALSE,96,576,96,15-30 days
RES-01350,Monday,FALSE,FALSE,168,557.76,139.44,8-14 days
RES-01351,Tuesday,FALSE,FALSE,105.6,525.89,87.65,31+ days
RES-01352,Friday,TRUE,FALSE,96,506.88,84.48,31+ days
RES-01353,Saturday,TRUE,FALSE,136,557.6,111.52,15-30 days
RES-01354,Tuesday,FALSE,TRUE,210,1134,189,15-30 days
RES-01355,Friday,TRUE,FALSE,208,341.12,170.56,31+ days
RES-01356,Wednesday,FALSE,FALSE,153,612,153,15-30 days
RES-01357,Wednesday,FALSE,FALSE,149.6,897.6,149.6,15-30 days
RES-01358,Sunday,FALSE,FALSE,153,765,153,8-14 days
RES-01359,Monday,FALSE,FALSE,108,648,108,15-30 days
RES-01360,Tuesday,FALSE,FALSE,228.8,457.6,228.8,15-30 days
RES-01361,Sunday,FALSE,TRUE,120,216,108,15-30 days
RES-01362,Sunday,FALSE,FALSE,228.8,228.8,228.8,31+ days
RES-01363,Saturday,TRUE,FALSE,96,172.8,86.4,8-14 days
RES-01364,Friday,TRUE,TRUE,170,278.8,139.4,31+ days
RES-01365,Tuesday,FALSE,TRUE,120,240,120,15-30 days
RES-01366,Tuesday,FALSE,FALSE,208,1040,208,31+ days
RES-01367,Tuesday,FALSE,FALSE,208,170.56,170.56,31+ days
RES-01368,Monday,FALSE,FALSE,136,451.52,112.88,15-30 days
RES-01369,Saturday,TRUE,FALSE,208,936,187.2,15-30 days
RES-01370,Sunday,FALSE,FALSE,168,672,168,15-30 days
RES-01371,Friday,TRUE,FALSE,153,306,153,15-30 days
RES-01372,Tuesday,FALSE,FALSE,108,216,108,31+ days
RES-01373,Monday,FALSE,FALSE,234,411.84,205.92,15-30 days
RES-01374,Wednesday,FALSE,FALSE,208,1098.24,183.04,15-30 days
RES-01375,Saturday,TRUE,FALSE,96,576,96,15-30 days
RES-01376,Saturday,TRUE,TRUE,170,418.2,139.4,31+ days
RES-01377,Saturday,TRUE,TRUE,170,612,153,8-14 days
RES-01378,Sunday,FALSE,FALSE,189,156.87,156.87,15-30 days
RES-01379,Monday,FALSE,TRUE,210,756,189,15-30 days
RES-01380,Saturday,TRUE,TRUE,210,945,189,15-30 days
RES-01381,Wednesday,FALSE,FALSE,96,314.88,78.72,8-14 days
RES-01382,Wednesday,FALSE,TRUE,210,924,184.8,15-30 days
RES-01383,Monday,FALSE,FALSE,149.6,245.34,122.67,0-7 days
RES-01384,Sunday,FALSE,TRUE,260,1560,260,31+ days
RES-01385,Wednesday,FALSE,FALSE,208,345.28,172.64,31+ days
RES-01386,Thursday,FALSE,TRUE,210,840,210,0-7 days
RES-01387,Sunday,FALSE,FALSE,96,259.2,86.4,31+ days
RES-01388,Friday,TRUE,FALSE,189,313.74,156.87,8-14 days
RES-01389,Saturday,TRUE,FALSE,208,170.56,170.56,31+ days
RES-01390,Tuesday,FALSE,TRUE,210,172.2,172.2,0-7 days
RES-01391,Wednesday,FALSE,FALSE,208,690.56,172.64,8-14 days
RES-01392,Thursday,FALSE,FALSE,105.6,371.71,92.93,8-14 days
RES-01393,Tuesday,FALSE,TRUE,120,498,99.6,8-14 days
RES-01394,Sunday,FALSE,TRUE,120,120,120,31+ days
RES-01395,Thursday,FALSE,FALSE,136,564.4,112.88,31+ days
RES-01396,Monday,FALSE,FALSE,149.6,736.03,122.67,31+ days
RES-01397,Monday,FALSE,FALSE,168,907.2,151.2,15-30 days
RES-01398,Thursday,FALSE,TRUE,260,426.4,213.2,15-30 days
RES-01399,Tuesday,FALSE,TRUE,210,739.2,184.8,31+ days
RES-01400,Friday,TRUE,FALSE,136,544,136,15-30 days
RES-01401,Saturday,TRUE,FALSE,136,718.08,119.68,0-7 days
RES-01402,Saturday,TRUE,TRUE,210,420,210,0-7 days
RES-01403,Tuesday,FALSE,TRUE,170,141.1,141.1,15-30 days
RES-01404,Sunday,FALSE,FALSE,136,334.56,111.52,31+ days
RES-01405,Monday,FALSE,FALSE,208,345.28,172.64,15-30 days
RES-01406,Tuesday,FALSE,FALSE,168,147.84,147.84,31+ days
RES-01407,Friday,TRUE,FALSE,189,189,189,31+ days
RES-01408,Monday,FALSE,FALSE,136,557.6,111.52,31+ days
RES-01409,Wednesday,FALSE,TRUE,170,149.6,149.6,15-30 days
RES-01410,Sunday,FALSE,FALSE,168,826.56,137.76,15-30 days
RES-01411,Monday,FALSE,FALSE,189,945,189,15-30 days
RES-01412,Wednesday,FALSE,FALSE,108,265.68,88.56,31+ days
RES-01413,Sunday,FALSE,FALSE,184.8,303.07,151.54,15-30 days
RES-01414,Sunday,FALSE,TRUE,260,852.8,213.2,15-30 days
RES-01415,Sunday,FALSE,FALSE,189,567,189,15-30 days
RES-01416,Sunday,FALSE,FALSE,184.8,739.2,184.8,31+ days
RES-01417,Sunday,FALSE,FALSE,96,518.4,86.4,8-14 days
RES-01418,Thursday,FALSE,FALSE,96,337.92,84.48,0-7 days
RES-01419,Friday,TRUE,FALSE,136,225.76,112.88,0-7 days
RES-01420,Thursday,FALSE,FALSE,96,239.04,79.68,8-14 days
RES-01421,Sunday,FALSE,FALSE,208,208,208,15-30 days
RES-01422,Tuesday,FALSE,FALSE,105.6,475.2,95.04,31+ days
RES-01423,Tuesday,FALSE,TRUE,170,765,153,31+ days
RES-01424,Sunday,FALSE,TRUE,260,213.2,213.2,0-7 days
RES-01425,Thursday,FALSE,FALSE,136,408,136,31+ days
RES-01426,Monday,FALSE,TRUE,170,918,153,15-30 days
RES-01427,Monday,FALSE,FALSE,96,432,86.4,31+ days
RES-01428,Thursday,FALSE,TRUE,260,468,234,31+ days
RES-01429,Wednesday,FALSE,FALSE,208,416,208,15-30 days
RES-01430,Sunday,FALSE,FALSE,105.6,346.37,86.59,8-14 days
RES-01431,Tuesday,FALSE,FALSE,136,359.04,119.68,15-30 days
RES-01432,Saturday,TRUE,FALSE,184.8,166.32,166.32,0-7 days
RES-01433,Wednesday,FALSE,FALSE,153,126.99,126.99,8-14 days
RES-01434,Saturday,TRUE,FALSE,136,489.6,122.4,0-7 days
RES-01435,Sunday,FALSE,TRUE,120,597.6,99.6,8-14 days
RES-01436,Tuesday,FALSE,TRUE,260,936,234,31+ days
RES-01437,Wednesday,FALSE,TRUE,120,422.4,105.6,0-7 days
RES-01438,Sunday,FALSE,FALSE,168,1008,168,15-30 days
RES-01439,Wednesday,FALSE,FALSE,96,393.6,78.72,31+ days
RES-01440,Monday,FALSE,FALSE,189,378,189,0-7 days
RES-01441,Friday,TRUE,FALSE,208,366.08,183.04,0-7 days
RES-01442,Wednesday,FALSE,TRUE,260,1066,213.2,15-30 days
RES-01443,Saturday,TRUE,FALSE,208,832,208,15-30 days
RES-01444,Thursday,FALSE,TRUE,210,688.8,172.2,8-14 days
RES-01445,Saturday,TRUE,TRUE,260,780,260,15-30 days
RES-01446,Sunday,FALSE,FALSE,153,153,153,8-14 days
RES-01447,Sunday,FALSE,FALSE,208,832,208,15-30 days
RES-01448,Wednesday,FALSE,TRUE,210,554.4,184.8,31+ days
RES-01449,Monday,FALSE,FALSE,149.6,124.17,124.17,15-30 days
RES-01450,Sunday,FALSE,FALSE,228.8,686.4,228.8,31+ days
RES-01451,Saturday,TRUE,FALSE,168,840,168,31+ days
RES-01452,Thursday,FALSE,FALSE,105.6,633.6,105.6,8-14 days
RES-01453,Monday,FALSE,FALSE,168,302.4,151.2,31+ days
RES-01454,Saturday,TRUE,FALSE,228.8,189.9,189.9,31+ days
RES-01455,Sunday,FALSE,FALSE,136,338.64,112.88,15-30 days
RES-01456,Monday,FALSE,FALSE,108,324,108,8-14 days
RES-01457,Wednesday,FALSE,FALSE,136,564.4,112.88,15-30 days
RES-01458,Sunday,FALSE,FALSE,189,332.64,166.32,31+ days
RES-01459,Tuesday,FALSE,FALSE,153,153,153,31+ days
RES-01460,Tuesday,FALSE,FALSE,149.6,299.2,149.6,15-30 days
RES-01461,Wednesday,FALSE,FALSE,153,761.94,126.99,31+ days
RES-01462,Monday,FALSE,FALSE,108,475.2,95.04,15-30 days
RES-01463,Monday,FALSE,TRUE,170,340,170,31+ days
RES-01464,Saturday,TRUE,FALSE,96,576,96,31+ days
RES-01465,Thursday,FALSE,FALSE,96,79.68,79.68,31+ days
RES-01466,Wednesday,FALSE,FALSE,208,208,208,0-7 days
RES-01467,Tuesday,FALSE,FALSE,136,680,136,0-7 days
RES-01468,Tuesday,FALSE,FALSE,208,187.2,187.2,31+ days
RES-01469,Saturday,TRUE,FALSE,153,459,153,0-7 days
RES-01470,Saturday,TRUE,FALSE,136,718.08,119.68,15-30 days
RES-01471,Monday,FALSE,FALSE,108,97.2,97.2,15-30 days
RES-01472,Tuesday,FALSE,FALSE,228.8,1029.6,205.92,8-14 days
RES-01473,Friday,TRUE,FALSE,189,945,189,15-30 days
RES-01474,Saturday,TRUE,FALSE,208,915.2,183.04,8-14 days
RES-01475,Friday,TRUE,FALSE,184.8,554.4,184.8,31+ days
RES-01476,Thursday,FALSE,FALSE,168,1008,168,31+ days
RES-01477,Wednesday,FALSE,FALSE,208,549.12,183.04,15-30 days
RES-01478,Monday,FALSE,FALSE,153,153,153,0-7 days
RES-01479,Wednesday,FALSE,FALSE,153,826.2,137.7,15-30 days
RES-01480,Sunday,FALSE,FALSE,136,734.4,122.4,31+ days
RES-01481,Thursday,FALSE,FALSE,136,272,136,15-30 days
RES-01482,Sunday,FALSE,FALSE,136,225.76,112.88,15-30 days
RES-01483,Thursday,FALSE,FALSE,208,852.8,170.56,31+ days
RES-01484,Sunday,FALSE,FALSE,149.6,448.8,149.6,15-30 days
RES-01485,Saturday,TRUE,FALSE,105.6,316.8,105.6,0-7 days
RES-01486,Friday,TRUE,FALSE,228.8,205.92,205.92,0-7 days
RES-01487,Monday,FALSE,TRUE,210,567,189,31+ days
RES-01488,Tuesday,FALSE,FALSE,208,517.92,172.64,15-30 days
RES-01489,Wednesday,FALSE,TRUE,210,516.6,172.2,8-14 days
RES-01490,Friday,TRUE,FALSE,136,359.04,119.68,15-30 days
RES-01491,Monday,FALSE,FALSE,136,239.36,119.68,15-30 days
RES-01492,Saturday,TRUE,TRUE,210,420,210,31+ days
RES-01493,Saturday,TRUE,FALSE,153,612,153,31+ days
RES-01494,Saturday,TRUE,FALSE,105.6,528,105.6,31+ days
RES-01495,Saturday,TRUE,FALSE,149.6,538.56,134.64,15-30 days
RES-01496,Saturday,TRUE,TRUE,120,528,105.6,31+ days
RES-01497,Tuesday,FALSE,FALSE,208,1040,208,0-7 days
RES-01498,Wednesday,FALSE,FALSE,234,191.88,191.88,31+ days
RES-01499,Monday,FALSE,FALSE,136,136,136,15-30 days
RES-01500,Saturday,TRUE,TRUE,260,1372.8,228.8,15-30 days
RES-01501,Saturday,TRUE,FALSE,228.8,1006.72,201.34,0-7 days
RES-01502,Sunday,FALSE,TRUE,260,1404,234,15-30 days
RES-01503,Monday,FALSE,FALSE,153,826.2,137.7,8-14 days
RES-01504,Tuesday,FALSE,TRUE,260,780,260,15-30 days
RES-01505,Sunday,FALSE,FALSE,189,1020.6,170.1,8-14 days
RES-01506,Sunday,FALSE,FALSE,168,756,151.2,15-30 days
RES-01507,Tuesday,FALSE,FALSE,208,208,208,15-30 days
RES-01508,Wednesday,FALSE,FALSE,96,236.16,78.72,31+ days
RES-01509,Wednesday,FALSE,FALSE,153,826.2,137.7,0-7 days
RES-01510,Monday,FALSE,FALSE,184.8,166.32,166.32,8-14 days
RES-01511,Friday,TRUE,TRUE,210,630,210,31+ days
RES-01512,Tuesday,FALSE,FALSE,168,275.52,137.76,15-30 days
RES-01513,Tuesday,FALSE,FALSE,105.6,525.89,87.65,31+ days
RES-01514,Saturday,TRUE,FALSE,168,840,168,15-30 days
RES-01515,Saturday,TRUE,TRUE,210,924,184.8,31+ days
RES-01516,Friday,TRUE,FALSE,234,1170,234,31+ days
RES-01517,Saturday,TRUE,TRUE,260,1040,260,15-30 days
RES-01518,Wednesday,FALSE,TRUE,260,780,260,15-30 days
RES-01519,Tuesday,FALSE,FALSE,208,561.6,187.2,31+ days
RES-01520,Wednesday,FALSE,FALSE,189,498.96,166.32,15-30 days
RES-01521,Tuesday,FALSE,FALSE,208,341.12,170.56,15-30 days
RES-01522,Wednesday,FALSE,FALSE,96,78.72,78.72,31+ days
RES-01523,Friday,TRUE,FALSE,136,557.6,111.52,31+ days
RES-01524,Friday,TRUE,FALSE,189,1134,189,15-30 days
RES-01525,Friday,TRUE,FALSE,136,111.52,111.52,8-14 days
RES-01526,Saturday,TRUE,FALSE,96,96,96,8-14 days
RES-01527,Monday,FALSE,FALSE,208,1040,208,15-30 days
RES-01528,Friday,TRUE,FALSE,136,478.72,119.68,15-30 days
RES-01529,Saturday,TRUE,FALSE,96,86.4,86.4,15-30 days
RES-01530,Monday,FALSE,TRUE,120,298.8,99.6,15-30 days
RES-01531,Tuesday,FALSE,FALSE,228.8,189.9,189.9,0-7 days
RES-01532,Monday,FALSE,FALSE,136,557.6,111.52,31+ days
RES-01533,Wednesday,FALSE,FALSE,168,168,168,8-14 days
RES-01534,Thursday,FALSE,FALSE,108,540,108,15-30 days
RES-01535,Monday,FALSE,TRUE,260,702,234,31+ days
RES-01536,Sunday,FALSE,FALSE,184.8,813.12,162.62,15-30 days
RES-01537,Saturday,TRUE,FALSE,136,489.6,122.4,15-30 days
RES-01538,Wednesday,FALSE,TRUE,260,852.8,213.2,8-14 days
RES-01539,Monday,FALSE,FALSE,153,403.92,134.64,31+ days
RES-01540,Wednesday,FALSE,FALSE,105.6,350.59,87.65,31+ days
RES-01541,Friday,TRUE,FALSE,136,816,136,15-30 days
RES-01542,Saturday,TRUE,FALSE,228.8,187.62,187.62,0-7 days
RES-01543,Monday,FALSE,FALSE,189,627.48,156.87,8-14 days
RES-01544,Saturday,TRUE,FALSE,136,272,136,31+ days
RES-01545,Friday,TRUE,FALSE,96,576,96,8-14 days
RES-01546,Saturday,TRUE,FALSE,149.6,490.69,122.67,8-14 days
RES-01547,Wednesday,FALSE,FALSE,153,403.92,134.64,8-14 days
RES-01548,Saturday,TRUE,FALSE,105.6,259.78,86.59,31+ days
RES-01549,Thursday,FALSE,FALSE,96,480,96,31+ days
RES-01550,Friday,TRUE,FALSE,108,108,108,0-7 days
RES-01551,Friday,TRUE,FALSE,136,244.8,122.4,0-7 days
RES-01552,Wednesday,FALSE,TRUE,210,174.3,174.3,0-7 days
RES-01553,Monday,FALSE,FALSE,149.6,124.17,124.17,31+ days
RES-01554,Wednesday,FALSE,TRUE,170,340,170,31+ days
RES-01555,Sunday,FALSE,FALSE,189,567,189,31+ days
RES-01556,Wednesday,FALSE,TRUE,170,1020,170,8-14 days
RES-01557,Sunday,FALSE,FALSE,184.8,739.2,184.8,8-14 days
RES-01558,Friday,TRUE,FALSE,189,627.48,156.87,31+ days
RES-01559,Friday,TRUE,FALSE,184.8,739.2,184.8,8-14 days
RES-01560,Wednesday,FALSE,FALSE,168,137.76,137.76,15-30 days
RES-01561,Saturday,TRUE,TRUE,170,697,139.4,0-7 days
RES-01562,Saturday,TRUE,FALSE,136,408,136,15-30 days
RES-01563,Monday,FALSE,FALSE,149.6,149.6,149.6,0-7 days
RES-01564,Tuesday,FALSE,FALSE,149.6,658.24,131.65,8-14 days
RES-01565,Sunday,FALSE,FALSE,208,1098.24,183.04,8-14 days
RES-01566,Saturday,TRUE,FALSE,168,336,168,31+ days
RES-01567,Sunday,FALSE,FALSE,189,166.32,166.32,0-7 days
RES-01568,Monday,FALSE,FALSE,189,378,189,0-7 days
RES-01569,Sunday,FALSE,FALSE,136,119.68,119.68,8-14 days
RES-01570,Friday,TRUE,FALSE,136,598.4,119.68,31+ days
RES-01571,Thursday,FALSE,FALSE,96,432,86.4,8-14 days
RES-01572,Sunday,FALSE,FALSE,208,341.12,170.56,0-7 days
RES-01573,Monday,FALSE,FALSE,168,168,168,8-14 days
RES-01574,Saturday,TRUE,FALSE,136,111.52,111.52,15-30 days
RES-01575,Thursday,FALSE,FALSE,208,561.6,187.2,8-14 days
RES-01576,Thursday,FALSE,TRUE,170,918,153,15-30 days
RES-01577,Friday,TRUE,TRUE,170,680,170,31+ days
RES-01578,Wednesday,FALSE,FALSE,108,97.2,97.2,31+ days
RES-01579,Wednesday,FALSE,FALSE,149.6,897.6,149.6,31+ days
RES-01580,Tuesday,FALSE,FALSE,149.6,269.28,134.64,31+ days
RES-01581,Thursday,FALSE,FALSE,149.6,736.03,122.67,15-30 days
RES-01582,Wednesday,FALSE,FALSE,228.8,938.08,187.62,15-30 days
RES-01583,Sunday,FALSE,FALSE,136,239.36,119.68,31+ days
RES-01584,Monday,FALSE,FALSE,184.8,613.54,153.38,8-14 days
RES-01585,Tuesday,FALSE,FALSE,108,88.56,88.56,8-14 days
RES-01586,Wednesday,FALSE,FALSE,168,418.32,139.44,8-14 days
RES-01587,Sunday,FALSE,TRUE,120,105.6,105.6,31+ days
RES-01588,Sunday,FALSE,TRUE,170,278.8,139.4,0-7 days
RES-01589,Monday,FALSE,FALSE,105.6,173.18,86.59,0-7 days
RES-01590,Monday,FALSE,FALSE,96,288,96,15-30 days
RES-01591,Monday,FALSE,FALSE,228.8,604.03,201.34,31+ days
RES-01592,Thursday,FALSE,FALSE,208,1040,208,31+ days
RES-01593,Tuesday,FALSE,FALSE,96,79.68,79.68,15-30 days
RES-01594,Sunday,FALSE,FALSE,208,511.68,170.56,0-7 days
RES-01595,Tuesday,FALSE,FALSE,208,172.64,172.64,15-30 days
RES-01596,Sunday,FALSE,FALSE,208,624,208,0-7 days
RES-01597,Saturday,TRUE,FALSE,208,1040,208,8-14 days
RES-01598,Friday,TRUE,FALSE,234,421.2,210.6,31+ days
RES-01599,Monday,FALSE,FALSE,168,168,168,31+ days
RES-01600,Sunday,FALSE,TRUE,210,1033.2,172.2,31+ days
RES-01601,Friday,TRUE,FALSE,149.6,245.34,122.67,0-7 days
RES-01602,Wednesday,FALSE,FALSE,105.6,92.93,92.93,15-30 days
RES-01603,Wednesday,FALSE,FALSE,136,446.08,111.52,15-30 days
RES-01604,Friday,TRUE,FALSE,168,147.84,147.84,31+ days
RES-01605,Thursday,FALSE,FALSE,153,507.96,126.99,31+ days
RES-01606,Sunday,FALSE,FALSE,96,259.2,86.4,15-30 days
RES-01607,Wednesday,FALSE,FALSE,96,96,96,15-30 days
RES-01608,Friday,TRUE,FALSE,168,168,168,31+ days
RES-01609,Saturday,TRUE,FALSE,108,475.2,95.04,15-30 days
RES-01610,Sunday,FALSE,FALSE,136,557.6,111.52,15-30 days
RES-01611,Wednesday,FALSE,FALSE,136,677.28,112.88,15-30 days
RES-01612,Tuesday,FALSE,FALSE,108,475.2,95.04,15-30 days
RES-01613,Monday,FALSE,FALSE,136,272,136,15-30 days
RES-01614,Wednesday,FALSE,FALSE,168,139.44,139.44,15-30 days
RES-01615,Thursday,FALSE,FALSE,96,506.88,84.48,8-14 days
RES-01616,Wednesday,FALSE,FALSE,96,480,96,15-30 days
RES-01617,Sunday,FALSE,FALSE,136,816,136,31+ days
RES-01618,Monday,FALSE,FALSE,208,416,208,8-14 days
RES-01619,Saturday,TRUE,FALSE,184.8,166.32,166.32,31+ days
